ID,Date,Mileage,Elevation,Activity-Type,Time,Location,Download_Available
8758,"Friday, August 4, 2023",1.30 mi,25:34 /mi,Ted King – Walk,33:17:00,"Flathead County, Montana",Yes
8758,"Thursday, August 3, 2023",43.09 mi,"4,344 ft",Ted King – Ride,3:10:51,"Flathead County, Montana",Yes
8758,"Wednesday, August 2, 2023",22.75 mi,"1,516 ft",Ted King – Ride,1:08:36,"Gallatin County, Montana",Yes
8758,"Saturday, September 30, 2023",5.74 mi,466 ft,Ted King – Ride,31:44:00,"Richmond, Vermont",Yes
8758,"Saturday, September 30, 2023",26.44 mi,"2,707 ft",Ted King – Ride,1:23:49,"Richmond, Vermont",Yes
8758,"Friday, September 29, 2023",2.95 mi,8:13 /mi,Ted King – Run,24:15:00,"Elkhart County, Indiana",Yes
8758,"Wednesday, September 27, 2023",6.10 mi,8:34 /mi,Ted King – Trail Run,52:15:00,"Medicine Bow-Routt National Forest, Wyoming",Yes
8758,"Tuesday, September 26, 2023",5.01 mi,8:22 /mi,Ted King – Trail Run,41:59:00,"South Snyderville Basin, Utah",Yes
8758,"Sunday, September 24, 2023",73.92 mi,"6,430 ft",Ted King – Ride,3:52:40,"Mill Valley, California",Yes
8758,"Saturday, September 23, 2023",53.68 mi,"5,325 ft",Ted King – Ride,3:02:11,"Mill Valley, California",Yes
8758,"Friday, September 22, 2023",24.56 mi,"3,471 ft",Ted King – Ride,2:12:11,"Mill Valley, California",Yes
8758,"Thursday, September 21, 2023",33.81 mi,"3,783 ft",Ted King – Ride,2:02:04,"Mill Valley, California",Yes
8758,"Wednesday, September 20, 2023",56.79 mi,"4,147 ft",Ted King – Ride,3:02:31,"Mill Valley, California",Yes
8758,"Tuesday, September 19, 2023",6.70 mi,7:21 /mi,Ted King – Trail Run,49:15:00,"Siskiyou County, California",Yes
8758,"Sunday, September 17, 2023",46.80 mi,"5,397 ft",Ted King – Ride,3:36:08,"Lewis County, Washington",Yes
8758,"Saturday, September 16, 2023",72.68 mi,"6,985 ft",Ted King – Ride,4:51:11,"Lewis County, Washington",Yes
8758,"Friday, September 15, 2023",124.11 mi,"5,574 ft",Ted King – Ride,8:22:59,"King County, Washington",Yes
8758,"Thursday, September 14, 2023",4.02 mi,7:26 /mi,Ted King – Run,29:53:00,"King County, Washington",Yes
8758,"Wednesday, September 13, 2023",31.99 mi,"3,123 ft",Ted King – Ride,2:06:03,"King County, Washington",Yes
8758,"Tuesday, September 12, 2023",38.25 mi,"3,337 ft",Ted King – Ride,2:29:06,"King County, Washington",Yes
8758,"Monday, September 11, 2023",12.39 mi,"2,146 ft",Ted King – Ride,1:07:21,"King County, Washington",Yes
8758,"Monday, September 11, 2023",14.27 mi,279 ft,Ted King – Ride,1:27:19,"Issaquah, Washington",Yes
8758,"Saturday, September 9, 2023",131.15 mi,"5,840 ft",Ted King – Ride,6:32:09,"Gering, Nebraska",Yes
8758,"Friday, September 8, 2023",15.45 mi,883 ft,Ted King – Ride,51:11:00,"Scotts Bluff County, Nebraska",Yes
8758,"Thursday, September 7, 2023",58.25 mi,"2,644 ft",Ted King – Ride,3:13:18,"Gering, Nebraska",Yes
8758,"Tuesday, September 5, 2023",53.21 mi,"3,031 ft",Ted King – Ride,2:41:32,"King County, Washington",Yes
8758,"Saturday, September 2, 2023",77.42 mi,"9,570 ft",Ted King – Ride,7:00:07,"Park City, Utah",Yes
8758,"Friday, September 1, 2023",15.80 mi,"1,434 ft",Ted King – Ride,1:12:21,"Park City, Utah",Yes
8758,"Sunday, October 29, 2023",26.52 mi,"2,625 ft",Ted King – Ride,1:56:34,"Richmond, Vermont",Yes
8758,"Saturday, October 28, 2023",30.09 mi,"2,385 ft",Ted King – Ride,2:10:18,"Richmond, Vermont",Yes
8758,"Friday, October 27, 2023",65.53 mi,"5,171 ft",Ted King – Ride,4:10:34,"Richmond, Vermont",Yes
8758,"Thursday, October 26, 2023",68.65 mi,"5,115 ft",Ted King – Ride,3:35:09,"Richmond, Vermont",Yes
8758,"Wednesday, October 25, 2023",4.60 mi,14:55 /mi,Ted King – Trail Run,1:08:42,"Huntington, Vermont",Yes
8758,"Tuesday, October 24, 2023",59.72 mi,"4,160 ft",Ted King – Ride,2:56:27,"Richmond, Vermont",Yes
8758,"Monday, October 23, 2023",35.26 mi,"3,507 ft",Ted King – Ride,2:05:39,"Richmond, Vermont",Yes
8758,"Sunday, October 22, 2023",36.39 mi,"1,552 ft",Ted King – Ride,1:45:05,"Brentwood, New Hampshire",Yes
8758,"Saturday, October 21, 2023",29.68 mi,"1,135 ft",Ted King – Ride,1:27:50,"Exeter, New Hampshire",Yes
8758,"Friday, October 20, 2023",57.88 mi,"2,024 ft",Ted King – Ride,2:37:43,"Portsmouth, New Hampshire",Yes
8758,"Thursday, October 19, 2023",42.82 mi,"1,706 ft",Ted King – Ride,1:54:38,"Brentwood, New Hampshire",Yes
8758,"Wednesday, October 18, 2023",43.24 mi,"1,916 ft",Ted King – Ride,2:04:29,"Richmond, Vermont",Yes
8758,"Tuesday, October 17, 2023",33.71 mi,"2,792 ft",Ted King – Ride,1:46:48,"South Burlington, Vermont",Yes
8758,"Monday, October 16, 2023",8.06 mi,394 ft,Ted King – Mountain Bike Ride – Commute,29:33:00,"Richmond, Vermont",Yes
8758,"Sunday, October 15, 2023",12.95 mi,7:47 /mi,Ted King – Trail Run,1:40:52,"Stowe, Vermont",Yes
8758,"Saturday, October 14, 2023",46.69 mi,"1,952 ft",Ted King – Ride,2:45:20,"Boston, Massachusetts",Yes
8758,"Friday, October 13, 2023",4.39 mi,7:12 /mi,Ted King – Run,31:38:00,"Brentwood, New Hampshire",Yes
8758,"Thursday, October 12, 2023",19.26 mi,"2,300 ft",Ted King – Ride,1:04:16,"Richmond, Vermont",Yes
8758,"Wednesday, October 11, 2023",5.87 mi,8:18 /mi,Ted King – Run,48:45:00,"Richmond, Vermont",Yes
8758,"Tuesday, October 10, 2023",34.30 mi,"1,631 ft",Ted King – Ride,1:43:10,"Richmond, Vermont",Yes
8758,"Monday, October 9, 2023",13.08 mi,909 ft,Ted King – Ride,44:45:00,"Richmond, Vermont",Yes
8758,"Sunday, October 8, 2023",5.81 mi,6:54 /mi,Ted King – Run,40:07:00,"Richmond, Vermont",Yes
8758,"Saturday, October 7, 2023",62.05 mi,"4,619 ft",Ted King – Ride,3:39:46,"Town of New Lisbon, New York",Yes
8758,"Friday, October 6, 2023",15.84 mi,833 ft,Ted King – Ride,56:20:00,"Town of Middlefield, New York",Yes
8758,"Thursday, October 5, 2023",59.14 mi,"5,722 ft",Ted King – Ride,4:10:40,"Jamaica, Vermont",Yes
8758,"Monday, October 2, 2023",313.98 mi,"34,111 ft",Ted King – Ride,23:13:42,"Canaan, Vermont",Yes
8758,"Wednesday, October 4, 2023",99.50 mi,"10,391 ft",Ted King – Ride,7:25:53,"Tunbridge, Vermont",Yes
8758,"Tuesday, October 3, 2023",92.26 mi,"12,777 ft",Ted King – Ride,7:33:39,"Burke, Vermont",Yes
8758,"Sunday, October 1, 2023",12.37 mi,7:06 /mi,Ted King – Run,1:27:54,"Richmond, Vermont",Yes
8758,"Thursday, November 30, 2023",5.55 mi,7:13 /mi,Ted King – Run,40:04:00,"Austin, Texas",Yes
8758,"Wednesday, November 29, 2023",6.45 mi,12:22 /mi,Ted King – Run,1:19:47,"Austin, Texas",Yes
8758,"Sunday, November 26, 2023",20.85 mi,"1,755 ft",Ted King – Ride,1:13:41,"Richmond, Vermont",Yes
8758,"Sunday, November 26, 2023",22.20 mi,"1,457 ft",Ted King – Ride,1:15:48,"Richmond, Vermont",Yes
8758,"Sunday, November 26, 2023",8.88 mi,7:06 /mi,Ted King – Run,1:03:00,"Richmond, Vermont",Yes
8758,"Friday, November 24, 2023",43.05 mi,"4,190 ft",Ted King – Ride,2:36:28,"Richmond, Vermont",Yes
8758,"Thursday, November 23, 2023",36.22 mi,"2,769 ft",Ted King – Ride,1:59:56,"Richmond, Vermont",Yes
8758,"Thursday, November 23, 2023",5.87 mi,7:01 /mi,Ted King – Run,41:11:00,"Richmond, Vermont",Yes
8758,"Tuesday, November 21, 2023",39.58 mi,"2,772 ft",Ted King – Ride,2:16:49,"Milton, Vermont",Yes
8758,"Monday, November 20, 2023",37.40 mi,"2,415 ft",Ted King – Ride,2:01:40,"Richmond, Vermont",Yes
8758,"Monday, November 20, 2023",6.19 mi,8:29 /mi,Ted King – Run,52:34:00,"Richmond, Vermont",Yes
8758,"Saturday, November 18, 2023",33.56 mi,"2,349 ft",Ted King – Ride,1:55:29,"Richmond, Vermont",Yes
8758,"Saturday, November 18, 2023",6.10 mi,6:30 /mi,Ted King – Run,39:44:00,"Westford, Vermont",Yes
8758,"Thursday, November 16, 2023",37.88 mi,"3,675 ft",Ted King – Ride,2:21:08,"Richmond, Vermont",Yes
8758,"Wednesday, November 15, 2023",39.59 mi,"2,103 ft",Ted King – Ride,2:00:23,"Richmond, Vermont",Yes
8758,"Wednesday, November 15, 2023",7.54 mi,7:11 /mi,Ted King – Run,54:12:00,"Richmond, Vermont",Yes
8758,"Monday, November 13, 2023",35.24 mi,"3,130 ft",Ted King – Ride,2:03:17,"Richmond, Vermont",Yes
8758,"Monday, November 13, 2023",6.09 mi,7:47 /mi,Ted King – Run,47:24:00,"Richmond, Vermont",Yes
8758,"Sunday, November 12, 2023",39.07 mi,"2,638 ft",Ted King – Ride,2:10:16,"Richmond, Vermont",Yes
8758,"Saturday, November 11, 2023",37.87 mi,"2,149 ft",Ted King – Ride,2:05:11,"Richmond, Vermont",Yes
8758,"Friday, November 10, 2023",8.62 mi,7:17 /mi,Ted King – Run,1:02:47,"Richmond, Vermont",Yes
8758,"Tuesday, November 7, 2023",8.23 mi,736 ft,Ted King – E-Bike Ride,39:25:00,"Richmond, Vermont",Yes
8758,"Monday, November 6, 2023",1.14 mi,16:09 /mi,Ted King – Walk,18:29,"Exeter, New Hampshire",Yes
8758,"Sunday, November 5, 2023",4.10 mi,20:28 /mi,Ted King – Walk,1:24:04,"Richmond, Vermont",Yes
8758,"Sunday, November 5, 2023",6.13 mi,545 ft,Ted King – E-Mountain Bike Ride,24:12:00,"Richmond, Vermont",Yes
8758,"Saturday, November 4, 2023",2.29 mi,35:48 /mi,Ted King – Hike,1:22:08,"Huntington, Vermont",Yes
8758,"Friday, November 3, 2023",2.01 mi,17:15 /mi,Ted King – Walk,34:49:00,"Williston, Vermont",Yes
8758,"Sunday, December 31, 2023",104.17 mi,"6,165 ft",Ted King – Ride,5:31:19,"Richmond, Vermont",Yes
8758,"Saturday, December 30, 2023",63.51 mi,"3,432 ft",Ted King – Ride,3:26:18,"Richmond, Vermont",Yes
8758,"Friday, December 29, 2023",5.19 mi,7:05 /mi,Ted King – Run,36:48:00,"Richmond, Vermont",Yes
8758,"Friday, December 29, 2023",67.00 mi,"4,814 ft",Ted King – Ride,3:42:17,"Richmond, Vermont",Yes
8758,"Thursday, December 28, 2023",17.31 mi,804 ft,Ted King – Virtual Ride,43:39:00,N/A,Yes
8758,"Thursday, December 28, 2023",15.93 mi,"3,858 ft",Ted King – Virtual Ride,1:23:37,N/A,Yes
8758,"Wednesday, December 27, 2023",26.15 mi,"3,428 ft",Ted King – Virtual Ride,1:30:16,N/A,Yes
8758,"Monday, December 25, 2023",2.39 mi,20:50 /mi,Ted King – Walk,49:51:00,"Richmond, Vermont",Yes
8758,"Sunday, December 24, 2023",22.64 mi,"1,093 ft",Ted King – Ride,1:16:44,"Richmond, Vermont",Yes
8758,"Friday, December 22, 2023",74.00 mi,"5,331 ft",Ted King – Ride,4:05:51,"Richmond, Vermont",Yes
8758,"Thursday, December 21, 2023",6.02 mi,7:03 /mi,Ted King – Run,42:26:00,"Richmond, Vermont",Yes
8758,"Wednesday, December 20, 2023",68.27 mi,"4,941 ft",Ted King – Ride,3:41:56,"Richmond, Vermont",Yes
8758,"Tuesday, December 19, 2023",91.05 mi,"4,662 ft",Ted King – Ride,5:02:39,"Richmond, Vermont",Yes
8758,"Monday, December 18, 2023",51.37 mi,"6,270 ft",Ted King – Virtual Ride,3:00:19,N/A,Yes
8758,"Sunday, December 17, 2023",19.69 mi,"1,050 ft",Ted King – Ride,1:05:07,"Brentwood, New Hampshire",Yes
8758,"Saturday, December 16, 2023",58.25 mi,"3,235 ft",Ted King – Ride,2:57:21,"Brentwood, New Hampshire",Yes
8758,"Friday, December 15, 2023",75.09 mi,"4,669 ft",Ted King – Ride,4:02:28,"Richmond, Vermont",Yes
8758,"Thursday, December 14, 2023",5.97 mi,7:14 /mi,Ted King – Run,43:11:00,"Richmond, Vermont",Yes
8758,"Thursday, December 14, 2023",53.57 mi,"3,504 ft",Ted King – Ride,2:55:12,"Richmond, Vermont",Yes
8758,"Wednesday, December 13, 2023",5.97 mi,7:24 /mi,Ted King – Nordic Ski,44:10:00,"Huntington, Vermont",Yes
8758,"Tuesday, December 12, 2023",18.14 mi,"1,204 ft",Ted King – Ride,59:07:00,"Richmond, Vermont",Yes
8758,"Tuesday, December 12, 2023",46.36 mi,"2,362 ft",Ted King – Virtual Ride,2:00:24,N/A,Yes
8758,"Monday, December 11, 2023",6.41 mi,7:16 /mi,Ted King – Run,46:40:00,"Richmond, Vermont",Yes
8758,"Monday, December 11, 2023",0.84 mi,28:28 /mi,Ted King – Hike,23:54,"Richmond, Vermont",Yes
8758,"Monday, December 11, 2023",70.46 mi,"5,636 ft",Ted King – Virtual Ride,3:29:56,N/A,Yes
8758,"Saturday, December 9, 2023",75.28 mi,"5,007 ft",Ted King – Ride,3:59:24,"Richmond, Vermont",Yes
8758,"Friday, December 8, 2023",7.67 mi,7:45 /mi,Ted King – Run,59:26:00,"Chapel Hill, North Carolina",Yes
8758,"Wednesday, December 6, 2023",64.04 mi,"4,465 ft",Ted King – Ride,3:34:06,"Richmond, Vermont",Yes
8758,"Tuesday, December 5, 2023",56.97 mi,"3,635 ft",Ted King – Ride,3:09:43,"Richmond, Vermont",Yes
8758,"Monday, December 4, 2023",4.09 mi,7:49 /mi,Ted King – Run,31:56:00,"Richmond, Vermont",Yes
8758,"Monday, December 4, 2023",33.34 mi,"3,153 ft",Ted King – Ride,1:56:22,"South Burlington, Vermont",Yes
8758,"Monday, December 4, 2023",24.13 mi,"2,372 ft",Ted King – Virtual Ride,1:10:57,N/A,Yes
8758,"Sunday, December 3, 2023",16.89 mi,"1,145 ft",Ted King – Ride,59:48:00,"Richmond, Vermont",Yes
8758,"Saturday, December 2, 2023",23.74 mi,"1,086 ft",Ted King – Virtual Ride,1:04:24,N/A,Yes
8758,"Saturday, December 2, 2023",5.84 mi,7:02 /mi,Ted King – Run,41:04:00,"Richmond, Vermont",Yes
8758,"Friday, December 1, 2023",59.14 mi,"4,009 ft",Ted King – Ride,3:13:38,"Richmond, Vermont",Yes
8758,"Wednesday, January 31, 2024",2.04 mi,746 ft,Ted King – Alpine Ski,35:16:00,"Richmond, Vermont",Yes
8758,"Tuesday, January 30, 2024",23.52 mi,879 ft,Ted King – Virtual Ride,52:11:00,N/A,Yes
8758,"Tuesday, January 30, 2024",5.72 mi,315 ft,Ted King – Virtual Ride,15:40,N/A,Yes
8758,"Tuesday, January 30, 2024",54.19 mi,"4,478 ft",Ted King – Ride,3:02:12,"Richmond, Vermont",Yes
8758,"Monday, January 29, 2024",28.57 mi,"2,457 ft",Ted King – Ride,2:29:51,"Richmond, Vermont",Yes
8758,"Monday, January 29, 2024",75.18 mi,"3,169 ft",Ted King – Virtual Ride,3:10:25,N/A,Yes
8758,"Saturday, January 27, 2024",2.59 mi,"1,046 ft",Ted King – Alpine Ski,44:37:00,"Richmond, Vermont",Yes
8758,"Saturday, January 27, 2024",45.42 mi,"3,294 ft",Ted King – Ride,2:28:44,"Richmond, Vermont",Yes
8758,"Saturday, January 27, 2024",6.29 mi,7:48 /mi,Ted King – Run,49:06:00,"Richmond, Vermont",Yes
8758,"Friday, January 26, 2024",55.65 mi,"6,932 ft",Ted King – Virtual Ride,3:01:27,N/A,Yes
8758,"Thursday, January 25, 2024",91.16 mi,"6,453 ft",Ted King – Ride,5:06:08,"Richmond, Vermont",Yes
8758,"Wednesday, January 24, 2024",3.79 mi,"1,449 ft",Ted King – Alpine Ski,1:13:47,"Richmond, Vermont",Yes
8758,"Tuesday, January 23, 2024",108.26 mi,"7,067 ft",Ted King – Ride,5:57:22,"Richmond, Vermont",Yes
8758,"Monday, January 22, 2024",72.22 mi,"6,047 ft",Ted King – Ride,4:02:25,"Richmond, Vermont",Yes
8758,"Monday, January 22, 2024",4.35 mi,10:59 /mi,Ted King – Run,47:45:00,"Richmond, Vermont",Yes
8758,"Saturday, January 20, 2024",10.04 mi,"1,207 ft",Ted King – Ride,1:08:55,"Richmond, Vermont",Yes
8758,"Saturday, January 20, 2024",43.48 mi,"1,644 ft",Ted King – Virtual Ride,1:52:12,N/A,Yes
8758,"Friday, January 19, 2024",17.67 mi,7:44 /mi,Ted King – Nordic Ski,2:16:45,"Huntington, Vermont",Yes
8758,"Friday, January 19, 2024",5.86 mi,7:15 /mi,Ted King – Run,42:30:00,"Richmond, Vermont",Yes
8758,"Wednesday, January 17, 2024",20.05 mi,925 ft,Ted King – Ride,1:10:03,"Tucson, Arizona",Yes
8758,"Tuesday, January 16, 2024",138.98 mi,"5,223 ft",Ted King – Ride,6:51:12,"Tucson, Arizona",Yes
8758,"Monday, January 15, 2024",107.87 mi,"8,061 ft",Ted King – Ride,6:00:48,"Tucson, Arizona",Yes
8758,"Sunday, January 14, 2024",27.60 mi,"1,234 ft",Ted King – Ride,1:31:45,"Tucson, Arizona",Yes
8758,"Saturday, January 13, 2024",107.27 mi,"5,778 ft",Ted King – Ride,4:59:08,"Tucson, Arizona",Yes
8758,"Friday, January 12, 2024",140.77 mi,"3,740 ft",Ted King – Ride,6:50:33,"Tucson, Arizona",Yes
8758,"Thursday, January 11, 2024",78.09 mi,"4,485 ft",Ted King – Ride,4:15:13,"Tucson, Arizona",Yes
8758,"Wednesday, January 10, 2024",49.32 mi,"2,352 ft",Ted King – Ride,2:43:57,"Tucson, Arizona",Yes
8758,"Tuesday, January 9, 2024",23.76 mi,"1,975 ft",Ted King – Ride,1:26:25,"Richmond, Vermont",Yes
8758,"Monday, January 8, 2024",26.29 mi,"2,262 ft",Ted King – Ride,2:10:38,"Richmond, Vermont",Yes
8758,"Monday, January 8, 2024",16.15 mi,7:51 /mi,Ted King – Nordic Ski,2:06:44,"Huntington, Vermont",Yes
8758,"Sunday, January 7, 2024",2.79 mi,"1,104 ft",Ted King – Alpine Ski,45:30:00,"Richmond, Vermont",Yes
8758,"Saturday, January 6, 2024",5.88 mi,7:26 /mi,Ted King – Run,43:44:00,"Richmond, Vermont",Yes
8758,"Saturday, January 6, 2024",55.24 mi,"3,812 ft",Ted King – Ride,3:00:00,"Richmond, Vermont",Yes
8758,"Friday, January 5, 2024",1.61 mi,414 ft,Ted King – Alpine Ski,41:58:00,"Richmond, Vermont",Yes
8758,"Thursday, January 4, 2024",44.38 mi,"2,992 ft",Ted King – Ride,3:55:41,"Richmond, Vermont",Yes
8758,"Wednesday, January 3, 2024",5.78 mi,7:10 /mi,Ted King – Run,41:27:00,"Richmond, Vermont",Yes
8758,"Wednesday, January 3, 2024",73.63 mi,"5,591 ft",Ted King – Ride,4:00:22,"Richmond, Vermont",Yes
8758,"Tuesday, January 2, 2024",57.10 mi,"5,135 ft",Ted King – Ride,3:05:02,"Richmond, Vermont",Yes
8758,"Monday, January 1, 2024",2.66 mi,763 ft,Ted King – Alpine Ski,1:05:08,"Richmond, Vermont",Yes
4097457,"9:08 AM on Thursday, August 31, 2023",125.26 mi,"13,727 ft",Ben O'Connor – Ride,6:27:40,"La Massana, Andorra",Yes
4097457,"10:05 AM on Wednesday, August 30, 2023",62.66 mi,"10,587 ft",Ben O'Connor – Ride,3:57:34,"La Massana, Andorra",Yes
4097457,"1:16 PM on Tuesday, August 29, 2023",16.92 mi,"1,841 ft",Ben O'Connor – Ride,1:01:50,"La Massana, Andorra",Yes
4097457,"10:11 AM on Monday, August 28, 2023",75.45 mi,"8,019 ft",Ben O'Connor – Ride,4:02:20,"La Massana, Andorra",Yes
4097457,"10:10 AM on Sunday, August 27, 2023",76.21 mi,"7,162 ft",Ben O'Connor – Ride,4:08:22,"La Massana, Andorra",Yes
4097457,"2:05 PM on Saturday, August 26, 2023",14.26 mi,"1,585 ft",Ben O'Connor – Ride,53:17:00,"La Massana, Andorra",Yes
4097457,"9:24 AM on Friday, August 25, 2023",96.77 mi,"8,802 ft",Ben O'Connor – Ride,4:56:41,"Ordino, Andorra",Yes
4097457,"9:33 AM on Thursday, August 24, 2023",62.65 mi,"10,905 ft",Ben O'Connor – Ride,3:51:28,"La Massana, Andorra",Yes
4097457,"11:00 AM on Wednesday, August 23, 2023",13.34 mi,"1,811 ft",Ben O'Connor – Ride,56:17:00,"La Massana, Andorra",Yes
4097457,"8:56 AM on Tuesday, August 22, 2023",66.37 mi,"10,897 ft",Ben O'Connor – Ride,4:00:32,"La Massana, Andorra",Yes
4097457,"9:55 AM on Monday, August 21, 2023",60.14 mi,"9,114 ft",Ben O'Connor – Ride,3:31:06,"Ordino, Andorra",Yes
4097457,"8:50 AM on Sunday, August 20, 2023",94.22 mi,"8,517 ft",Ben O'Connor – Ride,4:48:45,"La Massana, Andorra",Yes
4097457,"10:33 AM on Saturday, August 19, 2023",18.30 mi,"1,965 ft",Ben O'Connor – Ride,1:07:23,"La Massana, Andorra",Yes
4097457,"9:15 AM on Friday, August 18, 2023",102.27 mi,"16,539 ft",Ben O'Connor – Ride,6:00:38,"La Massana, Andorra",Yes
4097457,"9:01 AM on Thursday, August 17, 2023",70.58 mi,"7,224 ft",Ben O'Connor – Ride,3:43:06,"La Massana, Andorra",Yes
4097457,"11:24 AM on Wednesday, August 16, 2023",23.36 mi,"2,858 ft",Ben O'Connor – Ride,1:23:09,"La Massana, Andorra",Yes
4097457,"4:46 PM on Tuesday, August 15, 2023",51.12 mi,"1,575 ft",Ben O'Connor – Ride,2:04:20,"Quillan, France",Yes
4097457,"9:13 AM on Tuesday, August 15, 2023",33.56 mi,"4,505 ft",Ben O'Connor – Ride,2:04:52,"La Massana, Andorra",Yes
4097457,"10:11 AM on Monday, August 14, 2023",59.64 mi,"9,738 ft",Ben O'Connor – Ride,3:26:04,"La Massana, Andorra",Yes
4097457,"9:47 AM on Sunday, August 13, 2023",103.58 mi,"10,358 ft",Ben O'Connor – Ride,5:20:53,"La Massana, Andorra",Yes
4097457,"3:59 PM on Saturday, August 12, 2023",32.83 mi,"5,868 ft",Ben O'Connor – Ride,2:00:20,"La Massana, Andorra",Yes
4097457,"9:25 AM on Saturday, August 12, 2023",30.08 mi,"2,694 ft",Ben O'Connor – Ride,1:20:20,"Ordino, Andorra",Yes
4097457,"9:49 AM on Friday, August 11, 2023",3.59 mi,49 ft,Ben O'Connor – Ride,8:32,"La Massana, Andorra",Yes
4097457,"9:15 AM on Thursday, August 10, 2023",70.98 mi,"11,401 ft",Ben O'Connor – Ride,4:23:18,"La Massana, Andorra",Yes
4097457,"9:33 AM on Wednesday, August 9, 2023",64.40 mi,"10,377 ft",Ben O'Connor – Ride,3:59:59,"La Massana, Andorra",Yes
4097457,"9:16 AM on Tuesday, August 8, 2023",22.46 mi,"2,513 ft",Ben O'Connor – Ride,1:20:28,"La Massana, Andorra",Yes
4097457,"10:36 AM on Monday, August 7, 2023",57.31 mi,"8,524 ft",Ben O'Connor – Ride,3:27:06,"La Massana, Andorra",Yes
4097457,"6:09 PM on Sunday, August 6, 2023",64.30 mi,"1,654 ft",Ben O'Connor – Ride,2:27:24,"Vayrac, France",Yes
4097457,"9:32 AM on Saturday, August 5, 2023",67.49 mi,"10,394 ft",Ben O'Connor – Ride,3:55:57,"La Massana, Andorra",Yes
4097457,"3:21 PM on Friday, August 4, 2023",26.22 mi,"4,278 ft",Ben O'Connor – Ride,1:43:34,"La Massana, Andorra",Yes
4097457,"11:03 AM on Saturday, September 30, 2023",129.55 mi,"9,858 ft",Ben O'Connor – Ride,5:04:08,"Carpi, Italy",Yes
4097457,"10:32 AM on Friday, September 29, 2023",31.34 mi,502 ft,Ben O'Connor – Ride,1:27:42,"Pieve di Cento, Italy",Yes
4097457,"11:30 AM on Thursday, September 28, 2023",121.71 mi,"11,250 ft",Ben O'Connor – Ride,4:48:50,"Lissone, Italy",Yes
4097457,"1:34 PM on Wednesday, September 27, 2023",44.28 mi,"3,212 ft",Ben O'Connor – Ride,2:21:10,"Monza, Italy",Yes
4097457,"10:22 AM on Tuesday, September 26, 2023",29.15 mi,"4,875 ft",Ben O'Connor – Ride,1:59:36,"La Massana, Andorra",Yes
4097457,"9:56 AM on Monday, September 25, 2023",22.01 mi,"2,835 ft",Ben O'Connor – Ride,1:26:59,"La Massana, Andorra",Yes
4097457,"2:48 PM on Sunday, September 24, 2023",2.95 mi,131 ft,Ben O'Connor – Ride,11:19,Luxembourg,Yes
4097457,"10:33 AM on Sunday, September 24, 2023",110.18 mi,"10,174 ft",Ben O'Connor – Ride,4:09:56,"Mersch, Luxembourg",Yes
4097457,"5:13 PM on Saturday, September 23, 2023",14.85 mi,863 ft,Ben O'Connor – Ride,28:36:00,"Pétange, Luxembourg",Yes
4097457,"2:34 PM on Saturday, September 23, 2023",14.97 mi,866 ft,Ben O'Connor – Ride,38:40:00,"Pétange, Luxembourg",Yes
4097457,"1:03 PM on Friday, September 22, 2023",107.02 mi,"9,971 ft",Ben O'Connor – Ride,4:23:15,"Mertert, Luxembourg",Yes
4097457,"11:04 AM on Thursday, September 21, 2023",113.74 mi,"8,819 ft",Ben O'Connor – Ride,4:30:24,"Mondorf-les-Bains, Luxembourg",Yes
4097457,"1:00 PM on Wednesday, September 20, 2023",100.27 mi,"7,831 ft",Ben O'Connor – Ride,4:02:19,Luxembourg,Yes
4097457,"10:38 AM on Tuesday, September 19, 2023",46.58 mi,"3,658 ft",Ben O'Connor – Ride,2:30:13,Luxembourg,Yes
4097457,"8:35 AM on Monday, September 18, 2023",14.28 mi,"1,617 ft",Ben O'Connor – Ride,51:16:00,"La Massana, Andorra",Yes
4097457,"9:35 AM on Sunday, September 17, 2023",78.65 mi,"8,120 ft",Ben O'Connor – Ride,3:58:08,"La Massana, Andorra",Yes
4097457,"11:49 AM on Saturday, September 16, 2023",23.11 mi,"3,005 ft",Ben O'Connor – Ride,1:21:54,"La Massana, Andorra",Yes
4097457,"9:24 AM on Friday, September 15, 2023",92.72 mi,"14,008 ft",Ben O'Connor – Ride,5:19:11,"La Massana, Andorra",Yes
4097457,"10:17 AM on Thursday, September 14, 2023",79.60 mi,"7,805 ft",Ben O'Connor – Ride,3:59:37,"La Massana, Andorra",Yes
4097457,"10:38 AM on Wednesday, September 13, 2023",48.98 mi,"7,051 ft",Ben O'Connor – Ride,3:00:19,"La Massana, Andorra",Yes
4097457,"4:48 PM on Tuesday, September 12, 2023",16.57 mi,"1,804 ft",Ben O'Connor – Ride,1:03:34,"Ordino, Andorra",Yes
4097457,"10:16 AM on Sunday, September 10, 2023",139.37 mi,"15,738 ft",Ben O'Connor – Ride,5:52:26,"Montreal, Canada",Yes
4097457,"1:38 PM on Saturday, September 9, 2023",23.91 mi,302 ft,Ben O'Connor – Ride,1:24:03,"Montreal, Canada",Yes
4097457,"11:00 AM on Friday, September 8, 2023",125.37 mi,"9,265 ft",Ben O'Connor – Ride,4:53:13,"Quebec, Canada",Yes
4097457,"9:54 AM on Thursday, September 7, 2023",33.16 mi,"1,220 ft",Ben O'Connor – Ride,1:55:25,"Quebec, Canada",Yes
4097457,"9:36 AM on Wednesday, September 6, 2023",76.48 mi,"3,818 ft",Ben O'Connor – Ride,3:39:11,"Quebec City, Canada",Yes
